gene_id,gene_symbol
6595,SMARCA2
4883,NPR3
137392,CIBAR1
27133,KCNH5
164,AP1G1
6730,SRP68
84888,SPPL2A
6857,SYT1
6778,STAT6
4728,NDUFS8
6909,TBX2
374291,NDUFS7
30000,TNPO2
4723,NDUFV1
9785,DHX38
57102,FERRY3
147872,KASH5
83548,COG3
55628,ZNF407
4719,NDUFS1
4720,NDUFS2
170689,ADAMTS15
4729,NDUFV2
7443,VRK1
80114,BICC1
7555,CNBP
91942,NDUFAF2
84909,AOPEP
51103,NDUFAF1
3714,JAG2
4695,NDUFA2
126328,NDUFA11
3561,IL2RG
6729,SRP54
10659,CELF2
4722,NDUFS3
219854,TMEM218
147138,TMC8
4726,NDUFS6
29078,NDUFAF4
8312,AXIN1
79133,NDUFAF5
165829,GPR156
54471,MIEF1
79944,L2HGDH
4763,NF1
57551,TAOK1
55967,NDUFA12
56915,EXOSC5
4715,NDUFB9
4709,NDUFB3
4704,NDUFA9
25915,NDUFAF3
55572,FOXRED1
50619,DEF6
80224,NUBPL
4705,NDUFA10
23476,BRD4
123263,MTFMT
51079,NDUFA13
9820,CUL7
10092,ARPC5
2898,GRIK2
55863,TMEM126B
55814,BDP1
2070,EYA4
80173,IFT74
51300,TIMMDC1
4714,NDUFB8
4700,NDUFA6
115399,LRRC56
151516,ASPRV1
23384,SPECC1L
2300,FOXL1
9244,CRLF1
6657,SOX2
164781,DAW1
970,CD70
7225,TRPC6
64841,GNPNAT1
10519,CIB1
57003,CCDC47
55229,PANK4
10847,SRCAP
9423,NTN1
27349,MCAT
8204,NRIP1
23405,DICER1
5375,PMP2
22983,MAST1
23287,AGTPBP1
55145,THAP1
64093,SMOC1
60681,FKBP10
84905,ZNF341
4140,MARK3
3739,KCNA4
777,CACNA1E
4781,NFIB
5970,RELA
5479,PPIB
1795,DOCK3
7422,VEGFA
8483,CILP
7058,THBS2
54829,ASPN
5257,PHKB
8665,EIF3F
221692,PHACTR1
3476,IGBP1
1534,CYB561
83483,PLVAP
10134,BCAP31
79717,PPCS
375,ARF1
2100,ESR2
55503,TRPV6
8195,MKKS
55624,POMGNT1
5111,PCNA
57176,VARS2
80222,TARS2
49855,SCAPER
4983,OPHN1
2050,EPHB4
4649,MYO9A
9128,PRPF4
3141,HLCS
9915,ARNT2
2693,GHSR
2022,ENG
6499,SKIC2
340061,STING1
686,BTD
10000,AKT3
3117,HLA-DQA1
894,CCND2
8289,ARID1A
3849,KRT2
6597,SMARCA4
4591,TRIM37
5144,PDE4D
1600,DAB1
388551,CEACAM16
124512,METTL23
4582,MUC1
26005,C2CD3
9152,SLC6A5
283375,SLC39A5
338328,GPIHBP1
2984,GUCY2C
2743,GLRB
3028,HSD17B10
6774,STAT3
3816,KLK1
79798,ARMC5
10290,SPEG
60481,ELOVL5
2908,NR3C1
7148,TNXB
284217,LAMA1
3483,IGFALS
5591,PRKDC
286262,TPRN
6231,RPS26
64902,AGXT2
174,AFP
6204,RPS10
29851,ICOS
7369,UMOD
282809,POC1B
23554,TSPAN12
2059,EPS8
729920,CRPPA
57654,UVSSA
26022,TMEM98
57817,HAMP
79791,FBXO31
203859,ANO5
611,OPN1SW
54413,NLGN3
8481,OFD1
3991,LIPE
51004,COQ6
55212,BBS7
57017,COQ9
51025,PAM16
585,BBS4
23590,PDSS1
129880,BBS5
57107,PDSS2
166379,BBS12
27241,BBS9
284119,CAVIN1
79738,BBS10
5054,SERPINE1
90417,KNSTRN
79058,ASPSCR1
60495,HPSE2
201294,UNC13D
579,NKX3-2
54903,MKS1
5193,PEX12
92482,BBIP1
51621,KLF13
1139,CHRNA7
11020,IFT27
10806,SDCCAG8
3290,HSD11B1
54585,LZTFL1
213,ALB
5332,PLCB4
54205,CYCS
85358,SHANK3
10516,FBLN5
411,ARSB
5264,PHYH
57798,GATAD1
9227,LRAT
6731,SRP72
9662,CEP135
3350,HTR1A
388389,DNAAF19
56997,COQ8A
91869,RFT1
387700,SLC16A12
51010,EXOSC3
26224,FBXL3
78987,CRELD1
10410,IFITM3
79628,SH3TC2
3758,KCNJ1
1380,CR2
3981,LIG4
595,CCND1
8988,HSPB3
640,BLK
338557,FFAR4
1138,CHRNA5
5744,PTHLH
83737,ITCH
6853,SYN1
57502,NLGN4X
5889,RAD51C
50489,CD207
1663,DDX11
8575,PRKRA
2990,GUSB
23435,TARDBP
8803,SUCLA2
56606,SLC2A9
55131,RBM28
6555,SLC10A2
3998,LMAN1
825,CAPN3
1584,CYP11B1
55650,PIGV
6444,SGCD
54757,FAM20A
6100,RP9
2018,EMX2
3614,IMPDH1
11132,CAPN10
6926,TBX3
950,SCARB2
26040,SETBP1
81794,ADAMTS10
7450,VWF
6101,RP1
7075,TIE1
80206,FHOD3
3579,CXCR2
10531,PITRM1
3773,KCNJ16
4351,MPI
326,AIRE
27352,SGSM3
6578,SLCO2A1
1967,EIF2B1
85300,ATCAY
10533,ATG7
205327,C2ORF69
4633,MYL2
26074,CFAP61
2202,EFEMP1
171546,SPTSSA
7286,TUFT1
1642,DDB1
81603,TRIM8
3156,HMGCR
389827,MYMK
8322,FZD4
65992,DDRGK1
10112,KIF20A
84894,LINGO1
56896,DPYSL5
72,ACTG2
10765,KDM5B
53371,NUP54
54973,INTS11
27148,STK36
22806,IKZF3
6418,SET
2653,GCSH
23078,VWA8
4838,NODAL
1120,CHKB
6299,SALL1
83449,PMFBP1
6809,STX3
122402,TDRD9
54014,BRWD1
23524,SRRM2
114803,MYSM1
868,CBLB
3064,HTT
56975,FAM20C
55249,YY1AP1
2735,GLI1
8888,MCM3AP
4052,LTBP1
513,ATP5F1D
81788,NUAK2
27341,RRP7A
9020,MAP3K14
51704,GPRC5B
361,AQP4
9675,TTI1
6775,STAT4
344167,FOXI3
6045,RNF2
7809,BSND
3155,HMGCL
7161,TP73
84892,POMGNT2
254428,SLC41A1
127833,SYT2
146206,CARMIL2
55340,GIMAP5
3908,LAMA2
56980,PRDM10
9256,TSPOAP1
9734,HDAC9
1974,EIF4A2
6874,TAF4
79736,TEFM
84065,TMEM222
5137,PDE1C
9851,KIAA0753
10205,MPZL2
55791,LRIF1
1789,DNMT3B
8812,CCNK
8991,SELENBP1
10526,IPO8
23316,CUX2
348180,CTU2
94005,PIGS
6711,SPTBN1
22901,ARSG
4762,NEUROG1
3257,HPS1
527,ATP6V0C
5378,PMS1
10413,YAP1
6050,RNH1
10486,CAP2
11198,SUPT16H
1412,CRYBA2
123264,SLC51B
283446,MYO1H
3709,ITPR2
3636,INPPL1
100147744,RNU7-1
2222,FDFT1
374879,ZNF699
2692,GHRHR
60676,PAPPA2
5058,PAK1
10660,LBX1
144406,CFAP251
200931,SLC51A
401024,FSIP2
9508,ADAMTS3
134353,LSM11
4617,MYF5
54977,SLC25A38
7066,THPO
50485,SMARCAL1
3921,RPSA
55599,RNPC3
57158,JPH2
403,ARL3
80267,EDEM3
23387,SIK3
50515,CHST11
7482,WNT2B
4256,MGP
84231,TRAF7
116519,APOA5
6426,SRSF1
7171,TPM4
2131,EXT1
5795,PTPRJ
5524,PTPA
81833,SPACA1
54936,ADPRS
23279,NUP160
79023,NUP37
26119,LDLRAP1
118429,ANTXR2
1496,CTNNA2
4921,DDR2
79902,NUP85
10881,ACTL7A
284111,SLC13A5
9898,UBAP2L
6235,RPS29
2760,GM2A
7424,VEGFC
6095,RORA
51726,DNAJB11
85016,CFAP300
8323,FZD6
1183,CLCN4
677814,SNORA31
5393,EXOSC9
27178,IL37
23241,PACS2
10312,TCIRG1
7138,TNNT1
23250,ATP11A
9839,ZEB2
4342,MOS
27327,TNRC6A
51474,LIMA1
9693,RAPGEF2
57222,ERGIC1
51506,UFC1
55765,INAVA
80055,PGAP1
10978,CLP1
10225,CD96
275,AMT
200576,PIKFYVE
7175,TPR
388698,FLG2
6005,RHAG
57697,FANCM
64207,IRF2BPL
80204,FBXO11
23522,KAT6B
9149,DYRK1B
5238,PGM3
23325,WASHC4
10273,STUB1
80856,LNPK
6691,SPINK2
215,ABCD1
64919,BCL11B
7156,TOP3A
6885,MAP3K7
84300,UQCC2
6399,TRAPPC2
10522,DEAF1
27245,AHDC1
6234,RPS28
157657,CFAP418
26053,AUTS2
79753,SNIP1
25977,NECAP1
90624,LYRM7
1650,DDOST
8557,TCAP
1378,CR1
29914,UBIAD1
643226,GRXCR2
80704,SLC19A3
4036,LRP2
6875,TAF4B
84225,ZMYND15
5627,PROS1
25913,POT1
760,CA2
8813,DPM1
9652,SKIC3
55275,VPS53
2146,EZH2
85440,DOCK7
28962,OSTM1
360,AQP3
80331,DNAJC5
29123,ANKRD11
23093,TTLL5
8694,DGAT1
2013,EMP2
51134,CEP83
3679,ITGA7
6664,SOX11
339453,TMEM240
152137,CCDC50
54704,PDP1
6524,SLC5A2
8600,TNFSF11
91949,COG7
7351,UCP2
348980,HCN1
256764,WDR72
10309,CCNO
23394,ADNP
9414,TJP2
1788,DNMT3A
4072,EPCAM
10586,MAB21L2
1555,CYP2B6
4308,TRPM1
79796,ALG9
6315,ATXN8OS
724066,ATXN8
1822,ATN1
7306,TYRP1
51129,ANGPTL4
5160,PDHA1
6144,RPL21
83479,DDX59
7096,TLR1
123041,SLC24A4
10235,RASGRP2
55033,FKBP14
767,CA8
5048,PAFAH1B1
114798,SLITRK1
727676,SNORD118
112802,KRT71
440435,GPR179
1503,CTPS1
2165,F13B
10616,RBCK1
545,ATR
64423,INF2
100134444,KCNJ18
4634,MYL3
51185,CRBN
3479,IGF1
4007,PRICKLE3
5981,RFC1
11222,MRPL3
7249,TSC2
5333,PLCD1
10699,CORIN
1908,EDN3
3098,HK1
6925,TCF4
259266,ASPM
56916,SMARCAD1
87178,PNPT1
11141,IL1RAPL1
55532,SLC30A10
1968,EIF2S3
3832,KIF11
389207,GRXCR1
8313,AXIN2
10395,DLC1
4163,MCC
7097,TLR2
5782,PTPN12
5157,PDGFRL
6790,AURKA
5320,PLA2G2A
282996,RBM20
5350,PLN
8425,LTBP4
4860,PNP
64220,STRA6
1476,CSTB
64175,P3H1
83696,TRAPPC9
123872,DNAAF1
170691,ADAMTS17
7391,USF1
21,ABCA3
157680,VPS13B
10861,SLC26A1
2773,GNAI3
2296,FOXC1
610,HCN2
142680,SLC34A3
4948,OCA2
1075,CTSC
4978,OPCML
23474,ETHE1
145258,GSC
256471,MFSD8
5459,POU4F3
161357,MDGA2
51151,SLC45A2
6683,SPAST
51062,ATL1
387733,IFITM5
10195,ALG3
255738,PCSK9
51645,PPIL1
51362,CDC40
1758,DMP1
51013,EXOSC1
55770,EXOC2
83893,SPATA16
23064,SETX
5898,RALA
23013,SPEN
55388,MCM10
6477,SIAH1
51728,POLR3K
1317,SLC31A1
6091,ROBO1
6650,CAPN15
3032,HADHB
23102,TBC1D2B
84699,CREB3L3
29998,BICRA
23030,KDM4B
8882,ZPR1
402569,KPNA7
8893,EIF2B5
1363,CPE
29968,PSAT1
157922,CAMSAP1
8891,EIF2B3
5010,CLDN11
8890,EIF2B4
1289,COL5A1
8892,EIF2B2
10481,HOXB13
6263,RYR3
4166,CHST6
25929,GEMIN5
4703,NEB
23221,RHOBTB2
2530,FUT8
165,AEBP1
10082,GPC6
11080,DNAJB4
7965,AIMP2
400569,MED11
84188,FAR1
1147,CHUK
26999,CYFIP2
9969,MED13
714,C1QC
713,C1QB
27032,ATP2C1
6768,ST14
54845,ESRP1
2661,GDF9
10845,CLPX
4905,NSF
5283,PIGH
84896,ATAD1
2705,GJB1
523,ATP6V1A
1558,CYP2C8
126206,NLRP5
91039,DPP9
55655,NLRP2
64864,RFX7
4629,MYH11
51241,COX16
5281,PIGF
3795,KHK
5977,DPF2
5457,POU4F1
340419,RSPO2
5019,OXCT1
388531,RGS9BP
284,ANGPT1
26509,MYOF
64711,HS3ST6
285,ANGPT2
25802,LMOD1
79977,GRHL2
3827,KNG1
10398,MYL9
539,ATP5PO
51703,ACSL5
56171,DNAH7
10566,AKAP3
7802,DNALI1
6123,RPL3L
3554,IL1R1
55898,UNC45A
375307,CATIP
51371,POMP
6571,SLC18A2
23154,NCDN
4938,OAS1
3937,LCP2
8651,SOCS1
1984,EIF5A
6522,SLC4A2
92345,NAF1
5076,PAX2
200162,SPAG17
5965,RECQL
6850,SYK
11011,TLK2
129285,PPP1R21
57538,ALPK3
1066,CES1
6913,TBX15
27072,VPS41
9054,NFS1
341208,HEPHL1
221927,BRAT1
267,AMFR
4067,LYN
27199,OXGR1
90952,ESAM
81609,SNX27
4702,NDUFA8
27183,VPS4A
81555,YIPF5
7384,UQCRC1
6531,SLC6A3
1137,CHRNA4
9782,MATR3
347734,SLC35B2
4892,NRAP
9690,UBE3C
9442,MED27
84140,FAM161A
56246,MRAP
991,CDC20
64518,TEKT3
30061,SLC40A1
1353,COX11
5298,PI4KB
3604,TNFRSF9
2533,FYB1
51324,SPG21
9984,THOC1
2642,GCGR
7102,TSPAN7
64601,VPS16
3899,AFF3
7841,MOGS
10558,SPTLC1
10716,TBR1
4151,MB
284656,EPHA10
474,ATOH1
5095,PCCA
5096,PCCB
26523,AGO1
84984,CEP19
4338,MOCS2
2214,FCGR3A
374393,FAM111B
9711,RUBCN
3055,HCK
23129,PLXND1
6862,TBXT
222546,RFX6
9255,AIMP1
375748,ERCC6L2
93210,PGAP3
26281,FGF20
164045,HFM1
57709,SLC7A14
7025,NR2F1
7274,TTPA
3854,KRT6B
471,ATIC
3853,KRT6A
81031,SLC2A10
2717,GLA
10324,KLHL41
113263,GLCCI1
4193,MDM2
286887,KRT6C
11023,VAX1
57704,GBA2
710,SERPING1
4313,MMP2
7248,TSC1
285440,CYP4V2
364,AQP7
56603,CYP26B1
2554,GABRA1
5624,PROC
4878,NPPA
2805,GOT1
57094,CPA6
6888,TALDO1
6309,SC5D
54808,DYM
2982,GUCY1A1
763,CA5A
1776,DNASE1L3
1643,DDB2
3932,LCK
65062,TMEM237
4803,NGF
8556,CDC14A
4173,MCM4
27249,MMADHC
10999,SLC27A4
54768,HYDIN
55187,VPS13D
5859,QARS1
55209,SETD5
10370,CITED2
6813,STXBP2
4909,NTF4
7280,TUBB2A
1825,DSC3
5429,POLH
30008,EFEMP2
2672,GFI1
59067,IL21
90678,LRSAM1
1644,DDC
1767,DNAH5
64221,ROBO3
3315,HSPB1
1316,KLF6
4601,MXI1
203068,TUBB
9631,NUP155
81027,TUBB1
22917,ZP1
3273,HRG
462,SERPINC1
10008,KCNE3
5158,PDE6B
54806,AHI1
9217,VAPB
3482,IGF2R
55857,KIZ
7067,THRA
55800,SCN3B
7421,VDR
3860,KRT13
9419,CRIPT
27010,TPK1
3779,KCNMB1
116442,RAB39B
10269,ZMPSTE24
11019,LIAS
4314,MMP3
95681,CEP41
4337,MOCS1
51524,TMEM138
5336,PLCG2
22934,RPIA
7507,XPA
53,ACP2
3587,IL10RA
2273,FHL1
3094,HINT1
10210,TOPORS
95,ACY1
2819,GPD1
3920,LAMP2
7018,TF
9197,SLC33A1
63929,XPNPEP3
166929,SGMS2
7508,XPC
23133,PHF8
9130,FAM50A
23155,CLCC1
65266,WNK4
51733,UPB1
9429,ABCG2
26249,KLHL3
18,ABAT
22978,NT5C2
7456,WIPF1
8738,CRADD
7957,EPM2A
25974,MMACHC
5052,PRDX1
2549,GAB1
51603,METTL13
51399,TRAPPC4
1024,CDK8
6228,RPS23
7360,UGP2
83894,TTC29
5932,RBBP8
79925,SPEF2
5651,TMPRSS15
2137,EXTL3
79158,GNPTAB
7054,TH
57589,RIC1
317662,FAM149B1
1513,CTSK
23370,ARHGEF18
6884,TAF13
1493,CTLA4
6844,VAMP2
130340,AP1S3
7852,CXCR4
55681,SCYL2
3850,KRT3
4091,SMAD6
51109,RDH11
85465,SELENOI
8659,ALDH4A1
10203,CALCRL
7386,UQCRFS1
2313,FLI1
5833,PCYT2
4439,MSH5
790955,UQCC3
80739,MPIG6B
51086,TNNI3K
3340,NDST1
58484,NLRC4
284184,NDUFAF8
8295,TRRAP
6602,SMARCD1
57822,GRHL3
11285,B4GALT7
5034,P4HB
23512,SUZ12
152110,NEK10
5314,PKHD1
808,CALM3
51633,OTUD6B
55280,CWF19L1
9636,ISG15
5357,PLS1
715,C1R
144811,LACC1
253959,RALGAPA1
51339,DACT1
7358,UGDH
1742,DLG4
163175,LGI4
200424,TET3
5917,RARS1
23483,TGDS
6603,SMARCD2
54916,TMEM260
4261,CIITA
4795,NFKBIL1
51744,CD244
6583,SLC22A4
79648,MCPH1
50939,IMPG2
58497,PRUNE1
5813,PURA
212,ALAS2
10046,MAMLD1
8076,MFAP5
56203,LMOD3
3081,HGD
80199,FUZ
57216,VANGL2
10733,PLK4
1259,CNGA1
1406,CRX
5148,PDE6G
112755,STX1B
5568,PRKACG
4010,LMX1B
343641,TGM6
486,FXYD2
254394,MCM9
7275,TUB
3746,KCNC1
1675,CFD
56776,FMN2
5611,DNAJC3
2992,GYG1
84705,GTPBP3
9101,USP8
6297,SALL2
220296,HEPACAM
4158,MC2R
92002,CCNQ
4070,TACSTD2
6608,SMO
6247,RS1
31,ACACA
286,ANK1
643418,LIPN
2700,GJA3
1290,COL5A2
8831,SYNGAP1
84464,SLX4
23765,IL17RA
112744,IL17F
133396,IL31RA
283417,DPY19L2
4689,NCF4
203,AK1
6648,SOD2
10749,KIF1C
5696,PSMB8
4929,NR4A2
9627,SNCAIP
2528,FUT6
2657,GDF1
2780,GNAT2
6165,RPL35A
6218,RPS17
80144,FRAS1
9313,MMP20
8547,FCN3
10461,MERTK
375611,SLC26A5
9382,COG1
6452,SH3BP2
1272,CNTN1
92579,G6PC3
5346,PLIN1
652,BMP4
6999,TDO2
8542,APOL1
23424,TDRD7
9370,ADIPOQ
9096,TBX18
51114,ZDHHC9
7367,UGT2B17
6135,RPL11
6125,RPL5
6201,RPS7
6736,SRY
56159,TEX11
90665,TBL1Y
1737,DLAT
8050,PDHX
3420,IDH3B
1438,CSF2RA
1013,CDH15
11236,RNF139
4968,OGG1
55193,PBRM1
64788,LMF1
57560,IFT80
3640,INSL3
2934,GSN
8518,ELP1
3067,HDC
79650,USB1
9150,CTDP1
1837,DTNA
9948,WDR1
27034,ACAD8
7200,TRH
79840,NHEJ1
84693,MCEE
4507,MTAP
326625,MMAB
64840,PORCN
1816,DRD5
189,AGXT
80152,CENPT
8643,PTCH2
8936,WASF1
28514,DLL1
84628,NTNG2
93649,MYOCD
4014,LORICRIN
51317,PHF21A
387,RHOA
6137,RPL13
2806,GOT2
646,BNC1
5519,PPP2R1B
1956,EGFR
1326,MAP3K8
356,FASLG
116369,SLC26A8
51075,TMX2
10654,PMVK
51763,INPP5K
10844,TUBGCP2
529,ATP6V1E1
1460,CSNK2B
6155,RPL27
8449,DHX16
255758,DYNLT2B
352909,DNAAF3
6232,RPS27
2746,GLUD1
3207,HOXA11
7252,TSHB
8367,H4C5
8294,H4C9
63036,CELA2A
64145,RBSN
57215,THAP11
10054,UBA2
55627,SMPD4
90332,EXOC3L2
5361,PLXNA1
22800,RRAS2
64682,ANAPC1
1131,CHRM3
64094,SMOC2
7552,ZNF711
6855,SYP
101060691,NUTM2B-AS1
92840,REEP6
2670,GFAP
65082,VPS33A
10730,YME1L1
10565,ARFGEF1
57156,TMEM63C
128486,FITM2
9200,HACD1
7486,WRN
5189,PEX1
345611,IRGM
54,ACP5
535,ATP6V0A1
129685,TAF8
60561,RINT1
8632,DNAH17
10379,IRF9
10661,KLF1
56704,JPH1
8930,MBD4
23184,MESD
27151,CPAMD8
5681,PSKH1
7123,CLEC3B
170825,GSX2
6445,SGCG
1475,CSTA
22872,SEC31A
283987,HID1
22884,WDR37
1656,DDX6
497661,C18ORF32
3612,IMPA1
56992,KIF15
23581,CASP14
57178,ZMIZ1
4118,MAL
55623,THUMPD1
3782,KCNN3
25794,FSCN2
105371045,PERCC1
253738,EBF3
255101,CFAP65
23432,GPR161
54914,FOCAD
2936,GSR
5792,PTPRF
55699,IARS2
126695,KDF1
1660,DHX9
2266,FGG
2243,FGA
2244,FGB
64240,ABCG5
729991,BORCS8
131405,TRIM71
10406,WFDC2
55167,MSL2
4191,MDH2
22820,COPG1
166785,MMAA
79991,STN1
55596,ZCCHC8
118491,CFAP70
4849,CNOT3
643641,ZNF862
10297,APC2
388558,ZNF808
147409,DSG4
9922,IQSEC1
285282,RABL3
284098,PIGW
84833,ATP5MK
84522,JAGN1
43,ACHE
2591,GALNT3
9725,TMEM63A
345643,MCIDAS
54443,ANLN
8621,CDK13
133686,NADK2
5587,PRKD1
93587,TRMT10A
1337,COX6A1
115948,ODAD3
2302,FOXJ1
8905,AP1S2
8504,PEX3
55217,TMLHE
53405,CLIC5
55869,HDAC8
56521,DNAJC12
1062,CENPE
79868,ALG13
3745,KCNB1
3547,IGSF1
10126,DNAL4
9622,KLK4
27184,DISC2
23780,APOL2
6854,SYN2
267012,DAOA
65078,RTN4R
83999,KREMEN1
1741,DLG3
3192,HNRNPU
420,ART4
10940,POP1
22796,COG2
63910,SLC17A9
112939,NACC1
29978,UBQLN2
11274,USP18
2664,GDI1
4864,NPC1
80324,PUS1
7319,UBE2A
10013,HDAC6
5000,ORC4
81620,CDT1
23594,ORC6
990,CDC6
55036,CCDC40
339829,CCDC39
10771,ZMYND11
11340,EXOSC8
1021,CDK6
9882,TBC1D4
1300,COL10A1
139411,PTCHD1
2995,GYPC
51091,SEPSECS
5145,PDE6A
4796,TONSL
79809,TTC21B
113189,CHST14
28,ABO
2916,GRM6
7504,XK
23169,SLC35D1
22995,CEP152
2979,GUCA1B
9759,HDAC4
4935,GPR143
100,ADA
9187,SLC24A1
1719,DHFR
51778,MYOZ2
224,ALDH3A2
860,RUNX2
1586,CYP17A1
1193,CLIC2
54938,SARS2
1462,VCAN
121340,SP7
55172,DNAAF2
84189,SLITRK6
126326,GIPC3
8838,CCN6
51181,DCXR
83700,JAM3
55851,PSENEN
4774,NFIA
7003,TEAD1
3073,HEXA
355,FAS
1583,CYP11A1
2160,F11
64780,MICAL1
729359,PLIN4
10216,PRG4
191,AHCY
340024,SLC6A19
93,ACVR2B
3818,KLKB1
8772,FADD
4214,MAP3K1
1258,CNGB1
5995,RGR
144165,PRICKLE1
64446,DNAI2
387715,ARMS2
729,C6
716,C1S
732,C8B
28976,ACAD9
11152,WDR45
7355,SLC35A2
731,C8A
10747,MASP2
10002,NR2E3
1604,CD55
4088,SMAD3
2581,GALC
57716,PRX
147495,APCDD1
1121,CHM
4907,NT5E
128866,CHMP4B
4843,NOS2
3383,ICAM1
1141,CHRNB2
55997,CFC1
10265,IRX5
55806,HR
4594,MMUT
23400,ATP13A2
5582,PRKCG
84342,COG8
3293,HSD17B3
7289,TULP3
7074,TIAM1
59336,PRDM13
3747,KCNC2
940,CD28
490,ATP2B1
5456,POU3F4
23209,MLC1
5788,PTPRC
2890,GRIA1
2741,GLRA1
84891,ZSCAN10
55164,SHQ1
9790,BMS1
27232,GNMT
149465,CFAP57
3454,IFNAR1
5455,POU3F3
738,VPS51
10981,RAB32
9757,KMT2B
5430,POLR2A
4848,CNOT2
101929726,MYMX
2323,FLT3LG
3034,HAL
158401,SHOC1
406932,MIR140
171558,PTCRA
54796,BNC2
57670,KIAA1549
58499,ZNF462
10194,TSHZ1
125150,ZSWIM7
5993,RFX5
5994,RFXAP
23308,ICOSLG
23135,KDM6B
6659,SOX4
9254,CACNA2D2
4897,NRCAM
5927,KDM5A
91801,ALKBH8
27022,FOXD3
4653,MYOC
23607,CD2AP
51807,TUBA8
9578,CDC42BPB
8566,PDXK
1841,DTYMK
84936,ZFYVE19
55904,KMT2E
318,NUDT2
85015,USP45
24142,NAA80
56259,CTNNBL1
90,ACVR1
818,CAMK2G
881,CCIN
283652,SLC24A5
1777,DNASE2
64834,ELOVL1
10233,LRRC23
10606,PAICS
64359,NXN
2770,GNAI1
3572,IL6ST
1733,DIO1
582,BBS1
79140,CCDC28B
221711,SYCP2L
5139,PDE3A
10484,SEC23A
10935,PRDX3
4571,MT-TP
4565,MT-TI
8789,FBP2
1594,CYP27B1
23327,NEDD4L
65975,STK33
8550,MAPKAPK5
168507,PKD1L1
10125,RASGRP1
1474,CST6
11193,WBP4
57639,CCDC146
10621,POLR3F
26038,CHD5
23729,SHPK
10714,POLD3
10068,IL18BP
8111,GPR68
89869,PLCZ1
51692,CPSF3
116115,ZNF526
6897,TARS1
54456,MOV10L1
79770,TXNDC15
9091,PIGQ
56098,PCDHGC4
27068,PPA2
10991,SLC38A3
24145,PANX1
4285,MIPEP
641,BLM
2674,GFRA1
2620,GAS2
2558,GABRA5
5308,PITX2
23007,PLCH1
442721,LMOD2
353238,PADI6
6572,SLC18A3
8974,P4HA2
84131,CEP78
29960,MRM2
9567,GTPBP1
374969,SVBP
2184,FAH
6476,SI
56160,NSMCE3
5881,RAC3
26173,INTS1
55656,INTS8
7201,TRHR
10459,MAD2L2
5081,PAX7
78995,HROB
100820829,MYZAP
410,ARSA
3321,IGSF3
94,ACVRL1
9361,LONP1
9488,PIGB
286053,NSMCE2
7062,TCHH
1173,AP2M1
7053,TGM3
1730,DIAPH2
9210,BMP15
160418,TMTC3
2187,FANCB
79912,PYROXD1
4967,OGDH
128869,PIGU
123606,NIPA1
7707,ZNF148
6567,SLC16A2
57520,HECW2
10677,AVIL
23005,MAPKBP1
55250,ELP2
64388,GREM2
8120,AP3B2
551,AVP
7136,TNNI2
2308,FOXO1
23258,DENND5A
6557,SLC12A1
4635,MYL4
2009,EML1
55630,SLC39A4
38,ACAT1
747,DAGLA
11212,PLPBP
9607,CARTPT
155,ADRB3
7352,UCP3
51738,GHRL
8431,NR0B2
181,AGRP
9672,SDC3
387082,SUMO4
54949,SDHAF2
11322,TMC6
9573,GDF3
7341,SUMO1
26278,SACS
51168,MYO15A
2668,GDNF
253827,MSRB3
51082,POLR1D
4644,MYO5A
23236,PLCB1
6342,SCP2
55129,ANO10
5009,OTC
5784,PTPN14
283310,OTOGL
10466,COG5
340990,OTOG
130557,ZNF513
112817,HOGA1
90411,MCFD2
5119,CHMP1A
3952,LEP
966,CD59
2538,G6PC1
3953,LEPR
114034,TOE1
9517,SPTLC2
344018,FIGLA
1954,MEGF8
23314,SATB2
340665,CYP26C1
51293,CD320
9907,AP5Z1
79152,FA2H
80216,ALPK1
9119,KRT75
4952,OCRL
2903,GRIN2A
23118,TAB2
5255,PHKA1
5063,PAK3
712,C1QA
3418,IDH2
338567,KCNK18
3553,IL1B
10056,FARSB
23175,LPIN1
64419,MTMR14
92211,CDHR1
440138,ALG11
9440,MED17
10472,ZBTB18
8242,KDM5C
55084,SOBP
27086,FOXP1
55149,MTPAP
3329,HSPD1
3753,KCNE1
445,ASS1
4942,OAT
22856,CHSY1
79228,THOC6
91252,SLC39A13
5962,RDX
84667,HES7
144245,ALG10B
3053,SERPIND1
2245,FGD1
3736,KCNA1
30062,RAX
6948,TCN2
3621,ING1
8795,TNFRSF10B
669,BPGM
57379,AICDA
3748,KCNC3
7494,XBP1
440275,EIF2AK4
5914,RARA
2166,FAAH
56244,BTNL2
80746,TSEN2
79042,TSEN34
6638,SNRPN
8985,PLOD3
11213,IRAK3
5732,PTGER2
3060,HCRT
56910,STARD7
55054,ATG16L1
84660,CCDC62
92335,STRADA
491,ATP2B2
151254,CATSPERT
5294,PIK3CG
54888,NSUN2
7991,TUSC3
56172,ANKH
9939,RBM8A
6892,TAPBP
79875,THSD4
8625,RFXANK
199720,GGN
55367,PIDD1
6891,TAP2
5161,PDHA2
8036,SHOC2
221264,AK9
51126,NAA20
9231,DLG5
10973,ASCC3
144132,DNHD1
6898,TAT
84942,WDR73
6716,SRD5A2
3020,H3-3A
3021,H3-3B
5322,PLA2G5
2175,FANCA
81575,APOLD1
79639,TMEM53
84899,TMTC4
3781,KCNN2
84572,GNPTG
9698,PUM1
