node1,node2
G_59341,D_ORPHA:93304
G_23400,D_ORPHA:314632
G_8481,D_ORPHA:475
G_5792,D_OMIM:616001
G_672,D_OMIM:604370
G_170302,D_OMIM:309510
G_1716,D_ORPHA:279934
G_1848,D_OMIM:615269
G_2532,D_OMIM:611162
G_1230,D_ORPHA:117
G_5910,D_OMIM:620655
G_659,D_OMIM:178600
G_283417,D_ORPHA:171709
G_57211,D_OMIM:616503
G_55670,D_ORPHA:912
G_154881,D_ORPHA:263516
G_65078,D_OMIM:181500
G_6445,D_ORPHA:353
G_10243,D_OMIM:149400
G_9927,D_OMIM:151800
G_6331,D_OMIM:608567
G_5191,D_OMIM:266500
G_83715,D_OMIM:609006
G_7314,D_ORPHA:99771
G_7291,D_OMIM:101400
G_50940,D_ORPHA:1359
G_130340,D_ORPHA:163931
G_30817,D_OMIM:125630
G_8260,D_OMIM:300855
G_5426,D_OMIM:615139
G_6925,D_ORPHA:2896
G_3786,D_ORPHA:1949
G_56945,D_OMIM:611719
G_246176,D_OMIM:618449
G_55670,D_OMIM:614872
G_1938,D_ORPHA:101112
G_1499,D_OMIM:167000
G_7531,D_ORPHA:531
G_9420,D_ORPHA:79302
G_5073,D_ORPHA:2032
G_90952,D_OMIM:620371
G_7003,D_ORPHA:86813
G_65992,D_ORPHA:93352
G_3872,D_ORPHA:2309
G_5718,D_ORPHA:529962
G_326625,D_OMIM:251110
G_23432,D_OMIM:155255
G_57217,D_OMIM:243150
G_27257,D_OMIM:621193
G_126129,D_OMIM:616282
G_6101,D_OMIM:180100
G_1134,D_OMIM:608930
G_22827,D_ORPHA:508488
G_120,D_OMIM:617008
G_56652,D_OMIM:616138
G_8929,D_ORPHA:635
G_23154,D_ORPHA:88616
G_5443,D_ORPHA:71526
G_2629,D_ORPHA:85212
G_669,D_ORPHA:247378
G_23064,D_ORPHA:64753
G_9646,D_ORPHA:654
G_3781,D_OMIM:619725
G_57462,D_OMIM:213600
G_3735,D_OMIM:619147
G_51611,D_OMIM:620070
G_545,D_ORPHA:313846
G_100151683,D_ORPHA:1824
G_168667,D_OMIM:608022
G_10083,D_OMIM:276900
G_6440,D_ORPHA:2032
G_51218,D_OMIM:616859
G_2324,D_ORPHA:3303
G_6335,D_ORPHA:970
G_11284,D_OMIM:605589
G_56652,D_OMIM:271245
G_5621,D_OMIM:123400
G_10743,D_ORPHA:819
G_79083,D_OMIM:609227
G_60561,D_OMIM:618641
G_9152,D_OMIM:614618
G_2153,D_OMIM:614389
G_54790,D_ORPHA:3318
G_3394,D_OMIM:614893
G_8915,D_OMIM:156240
G_1487,D_OMIM:617915
G_4284,D_ORPHA:98989
G_2720,D_OMIM:230500
G_3815,D_ORPHA:2884
G_4538,D_OMIM:535000
G_5442,D_OMIM:619743
G_546,D_OMIM:309580
G_6742,D_OMIM:165510
G_8216,D_OMIM:616564
G_343035,D_OMIM:610612
G_3767,D_ORPHA:276603
G_25839,D_ORPHA:85172
G_54543,D_OMIM:620601
G_5573,D_ORPHA:1501
G_79659,D_ORPHA:93269
G_5321,D_ORPHA:468635
G_4359,D_OMIM:607677
G_5290,D_ORPHA:276280
G_1509,D_OMIM:610127
G_8701,D_ORPHA:244
G_3674,D_ORPHA:140957
G_84126,D_ORPHA:808
G_791114,D_OMIM:176270
G_241,D_OMIM:601367
G_8942,D_ORPHA:79155
G_54205,D_OMIM:612004
G_55750,D_OMIM:614691
G_7276,D_OMIM:105210
G_7273,D_ORPHA:154
G_677814,D_OMIM:619396
G_25836,D_ORPHA:329802
G_3064,D_ORPHA:528084
G_2811,D_ORPHA:853
G_55036,D_ORPHA:244
G_8091,D_ORPHA:99970
G_773,D_ORPHA:2131
G_1759,D_ORPHA:2382
G_238,D_ORPHA:300895
G_4212,D_OMIM:600987
G_3708,D_OMIM:206700
G_6391,D_ORPHA:44890
G_4233,D_ORPHA:33402
G_7879,D_OMIM:600882
G_1909,D_OMIM:616367
G_123016,D_ORPHA:110
G_5019,D_ORPHA:832
G_51360,D_ORPHA:659
G_148789,D_ORPHA:588
G_10681,D_OMIM:617173
G_6505,D_OMIM:222730
G_4967,D_OMIM:203740
G_3459,D_ORPHA:319581
G_1534,D_OMIM:618182
G_2071,D_ORPHA:33364
G_4148,D_ORPHA:156728
G_1414,D_ORPHA:1377
G_162514,D_OMIM:616400
G_7249,D_ORPHA:269001
G_182,D_ORPHA:261600
G_6729,D_ORPHA:675767
G_157570,D_OMIM:268300
G_5352,D_ORPHA:2771
G_7480,D_OMIM:225300
G_10755,D_ORPHA:98897
G_57534,D_OMIM:615092
G_6334,D_ORPHA:306
G_5336,D_ORPHA:324530
G_815,D_OMIM:618095
G_3198,D_ORPHA:69737
G_50937,D_ORPHA:93924
G_51126,D_ORPHA:88616
G_4210,D_OMIM:134610
G_7873,D_OMIM:620651
G_6529,D_ORPHA:178469
G_5053,D_OMIM:261600
G_1471,D_ORPHA:100008
G_5308,D_ORPHA:98978
G_81494,D_OMIM:614809
G_5940,D_ORPHA:1646
G_1829,D_ORPHA:293888
G_7704,D_ORPHA:99861
G_1409,D_OMIM:604219
G_1145,D_OMIM:608931
G_84295,D_OMIM:301900
G_3048,D_OMIM:613977
G_4867,D_OMIM:266900
G_9533,D_ORPHA:88637
G_1969,D_ORPHA:441447
G_5091,D_ORPHA:353314
G_63895,D_ORPHA:1154
G_182,D_OMIM:619574
G_115399,D_ORPHA:244
G_6774,D_OMIM:615952
G_727,D_OMIM:609536
G_10111,D_ORPHA:240760
G_54551,D_ORPHA:177901
G_51117,D_ORPHA:457185
G_2296,D_ORPHA:98978
G_23394,D_ORPHA:404448
G_3717,D_OMIM:133100
G_79058,D_ORPHA:319308
G_10324,D_ORPHA:171436
G_57102,D_ORPHA:88616
G_90411,D_ORPHA:35909
G_2160,D_ORPHA:329
G_1280,D_ORPHA:2380
G_83990,D_OMIM:114480
G_59341,D_OMIM:168400
G_8540,D_OMIM:600121
G_5654,D_ORPHA:252212
G_10621,D_OMIM:619872
G_1351,D_OMIM:619059
G_2250,D_ORPHA:411788
G_535,D_OMIM:619971
G_79902,D_ORPHA:808
G_154810,D_ORPHA:660021
G_84172,D_ORPHA:861
G_55270,D_OMIM:616903
G_55033,D_ORPHA:300179
G_4041,D_OMIM:601884
G_145645,D_ORPHA:399805
G_3868,D_OMIM:613000
G_114625,D_OMIM:111750
G_4849,D_OMIM:618672
G_6469,D_ORPHA:220386
G_6916,D_ORPHA:1802
G_54820,D_OMIM:614019
G_3913,D_OMIM:614199
G_2812,D_OMIM:231200
G_554,D_ORPHA:93606
G_24,D_OMIM:248200
G_79228,D_OMIM:613680
G_3423,D_ORPHA:217093
G_8738,D_OMIM:614499
G_54822,D_ORPHA:140957
G_6297,D_ORPHA:98943
G_64175,D_ORPHA:216804
G_80199,D_OMIM:182940
G_2516,D_OMIM:613957
G_283446,D_ORPHA:661
G_1585,D_ORPHA:556030
G_10590,D_ORPHA:714481
G_65250,D_ORPHA:475
G_79784,D_ORPHA:90635
G_27249,D_OMIM:620952
G_1475,D_OMIM:607936
G_5889,D_ORPHA:84
G_25915,D_OMIM:618240
G_10460,D_ORPHA:251579
G_158401,D_ORPHA:399805
G_25836,D_ORPHA:199
G_3708,D_ORPHA:1065
G_6898,D_ORPHA:28378
G_1896,D_OMIM:305100
G_2796,D_ORPHA:432
G_23396,D_OMIM:611369
G_79443,D_ORPHA:98991
G_1859,D_ORPHA:464311
G_3954,D_OMIM:620089
G_51271,D_ORPHA:631068
G_9409,D_ORPHA:772
G_390595,D_ORPHA:1872
G_51083,D_OMIM:616461
G_80199,D_ORPHA:3027
G_9897,D_OMIM:220210
G_643641,D_OMIM:620999
G_1491,D_ORPHA:212
G_197131,D_OMIM:243800
G_7015,D_OMIM:178500
G_7965,D_OMIM:618006
G_219844,D_ORPHA:2189
G_57167,D_OMIM:147750
G_4626,D_OMIM:608837
G_199857,D_OMIM:619031
G_6515,D_ORPHA:399
G_3741,D_ORPHA:334
G_378884,D_ORPHA:501
G_5144,D_ORPHA:950
G_7855,D_ORPHA:98946
G_3176,D_OMIM:600807
G_26090,D_ORPHA:171848
G_10981,D_OMIM:620923
G_4141,D_OMIM:615486
G_6663,D_ORPHA:895
G_5825,D_ORPHA:98897
G_7015,D_OMIM:609135
G_27107,D_OMIM:618383
G_136932118,D_OMIM:609893
G_7298,D_OMIM:620040
G_2690,D_OMIM:604271
G_2261,D_ORPHA:53271
G_146845,D_ORPHA:101063
G_4848,D_OMIM:618608
G_348938,D_ORPHA:79394
G_55165,D_ORPHA:500135
G_1857,D_OMIM:616894
G_6948,D_ORPHA:859
G_57054,D_OMIM:415000
G_55084,D_ORPHA:562559
G_8754,D_OMIM:612775
G_9573,D_OMIM:613704
G_3045,D_ORPHA:330032
G_3551,D_OMIM:618204
G_255101,D_OMIM:618664
G_8710,D_OMIM:615598
G_5308,D_ORPHA:708
G_442862,D_OMIM:415000
G_4338,D_OMIM:252160
G_1786,D_ORPHA:456318
G_4609,D_ORPHA:480541
G_29967,D_OMIM:164310
G_1974,D_OMIM:620455
G_4548,D_OMIM:601634
G_114625,D_OMIM:111620
G_28514,D_ORPHA:178469
G_2620,D_OMIM:620877
G_442721,D_ORPHA:154
G_6770,D_OMIM:201710
G_10002,D_ORPHA:791
G_7273,D_ORPHA:140922
G_23495,D_OMIM:609529
G_9231,D_OMIM:620703
G_493856,D_ORPHA:3463
G_51816,D_OMIM:182410
G_8893,D_ORPHA:99854
G_356,D_OMIM:211980
G_79784,D_OMIM:600652
G_54658,D_OMIM:606785
G_2642,D_OMIM:619290
G_9526,D_OMIM:609180
G_4053,D_OMIM:600975
G_4287,D_ORPHA:276244
G_6757,D_ORPHA:3273
G_5649,D_OMIM:616436
G_4976,D_OMIM:621481
G_3077,D_ORPHA:465508
G_81857,D_OMIM:605589
G_81555,D_OMIM:619278
G_3026,D_OMIM:616535
G_80233,D_ORPHA:84
G_673,D_OMIM:155600
G_64802,D_ORPHA:65
G_1557,D_OMIM:609535
G_4808,D_OMIM:619755
G_51663,D_ORPHA:401840
G_54101,D_OMIM:263650
G_10352,D_ORPHA:238455
G_64802,D_OMIM:608553
G_346007,D_ORPHA:791
G_434,D_OMIM:611742
G_497661,D_OMIM:619985
G_1545,D_OMIM:617315
G_1294,D_ORPHA:79410
G_84131,D_OMIM:617236
G_7517,D_OMIM:114480
G_112752,D_ORPHA:791
G_78987,D_ORPHA:99067
G_4284,D_ORPHA:98991
G_200205,D_ORPHA:468661
G_3858,D_ORPHA:281190
G_147912,D_OMIM:610896
G_5972,D_OMIM:613092
G_3953,D_OMIM:614963
G_392255,D_OMIM:617898
G_55212,D_ORPHA:110
G_57165,D_ORPHA:320401
G_3043,D_ORPHA:715143
G_477,D_ORPHA:569
G_3030,D_ORPHA:5
G_219854,D_ORPHA:475
G_2261,D_ORPHA:794
G_2658,D_ORPHA:774
G_10725,D_ORPHA:529980
G_51199,D_OMIM:614851
G_833,D_ORPHA:33364
G_3664,D_OMIM:119500
G_112476,D_ORPHA:98811
G_5345,D_OMIM:262850
G_91057,D_OMIM:620084
G_4512,D_ORPHA:550
G_1807,D_ORPHA:38874
G_26610,D_OMIM:617141
G_10195,D_ORPHA:79321
G_4729,D_OMIM:618229
G_4233,D_ORPHA:488265
G_5965,D_OMIM:620370
G_4072,D_OMIM:613244
G_948,D_OMIM:611162
G_3418,D_OMIM:613657
G_2984,D_ORPHA:314373
G_53335,D_ORPHA:251380
G_6821,D_ORPHA:99731
G_6299,D_ORPHA:857
G_55027,D_ORPHA:124
G_7555,D_ORPHA:606
G_137814,D_ORPHA:3384
G_6772,D_OMIM:613796
G_93233,D_OMIM:615067
G_80821,D_OMIM:609340
G_2186,D_ORPHA:529962
G_5741,D_OMIM:146200
G_84071,D_ORPHA:276234
G_3431,D_ORPHA:79124
G_2153,D_OMIM:188055
G_7273,D_ORPHA:707983
G_23097,D_ORPHA:442835
G_8788,D_ORPHA:96184
G_4173,D_ORPHA:75391
G_57498,D_OMIM:617296
G_3549,D_OMIM:607778
G_63895,D_ORPHA:376
G_3190,D_ORPHA:352665
G_2707,D_OMIM:220290
G_488,D_OMIM:101900
G_1213,D_ORPHA:178469
G_6566,D_OMIM:610021
G_164,D_ORPHA:528084
G_1280,D_OMIM:108300
G_710,D_OMIM:106100
G_1287,D_OMIM:301050
G_375056,D_OMIM:619269
G_1278,D_ORPHA:1899
G_65055,D_ORPHA:139536
G_9426,D_OMIM:415000
G_472,D_ORPHA:67038
G_4853,D_ORPHA:955
G_6597,D_ORPHA:231108
G_84842,D_ORPHA:641353
G_50940,D_ORPHA:647782
G_79738,D_OMIM:615987
G_3557,D_ORPHA:210115
G_6812,D_ORPHA:599373
G_2018,D_ORPHA:485275
G_84942,D_ORPHA:2065
G_10371,D_ORPHA:478
G_1147,D_ORPHA:465824
G_55182,D_OMIM:619688
G_10299,D_OMIM:613608
G_23149,D_OMIM:619164
G_4760,D_ORPHA:552
G_26275,D_ORPHA:88639
G_3043,D_ORPHA:715140
G_112752,D_OMIM:614099
G_5663,D_OMIM:613737
G_93589,D_ORPHA:1872
G_7021,D_OMIM:169100
G_4047,D_ORPHA:55654
G_4728,D_OMIM:618222
G_2521,D_ORPHA:99967
G_2201,D_OMIM:121050
G_5970,D_ORPHA:596759
G_2625,D_ORPHA:585936
G_6888,D_ORPHA:101028
G_4750,D_ORPHA:93269
G_2533,D_ORPHA:566192
G_7283,D_ORPHA:261183
G_4072,D_OMIM:613217
G_23118,D_OMIM:614980
G_7167,D_OMIM:615512
G_100151683,D_ORPHA:353298
G_9442,D_ORPHA:528084
G_3845,D_OMIM:260350
G_1278,D_ORPHA:216804
G_55870,D_OMIM:617796
G_2304,D_OMIM:241850
G_23299,D_ORPHA:363454
G_392255,D_OMIM:613703
G_6335,D_OMIM:167400
G_7168,D_OMIM:611878
G_25913,D_ORPHA:67038
G_80326,D_ORPHA:2721
G_6261,D_OMIM:145600
G_410,D_OMIM:250100
G_583,D_OMIM:615981
G_8200,D_OMIM:200700
G_317719,D_ORPHA:399805
G_4582,D_OMIM:174000
G_6356,D_OMIM:609423
G_1742,D_OMIM:618793
G_9326,D_OMIM:260565
G_4750,D_OMIM:617892
G_1385,D_ORPHA:97338
G_6134,D_ORPHA:435938
G_2244,D_ORPHA:98880
G_23600,D_OMIM:614307
G_50506,D_ORPHA:226316
G_8100,D_ORPHA:791
G_22861,D_OMIM:617388
G_4792,D_ORPHA:251576
G_415,D_ORPHA:79345
G_998,D_ORPHA:487796
G_3481,D_ORPHA:397590
G_4990,D_ORPHA:435930
G_7276,D_OMIM:115430
G_1857,D_ORPHA:3107
G_55779,D_ORPHA:276234
G_54413,D_OMIM:209850
G_85366,D_OMIM:192600
G_6326,D_OMIM:618924
G_129804,D_ORPHA:684742
G_2657,D_ORPHA:3303
G_405753,D_OMIM:274900
G_11155,D_OMIM:621237
G_9851,D_ORPHA:474
G_8974,D_ORPHA:397
G_5994,D_ORPHA:572
G_84068,D_OMIM:618363
G_64856,D_OMIM:619216
G_50801,D_ORPHA:598603
G_7532,D_ORPHA:442835
G_5167,D_ORPHA:324561
G_6756,D_OMIM:300813
G_59,D_OMIM:613834
G_10735,D_OMIM:301022
G_1509,D_ORPHA:700492
G_1080,D_ORPHA:586
G_1756,D_OMIM:302045
G_2776,D_ORPHA:39044
G_8863,D_OMIM:616882
G_10225,D_ORPHA:1308
G_8550,D_OMIM:619869
G_644096,D_ORPHA:3208
G_7042,D_ORPHA:60030
G_54463,D_OMIM:613115
G_3481,D_OMIM:616489
G_26503,D_OMIM:269920
G_29954,D_OMIM:613156
G_5981,D_ORPHA:504476
G_2936,D_ORPHA:90030
G_4647,D_OMIM:276900
G_8647,D_ORPHA:69665
G_54539,D_OMIM:309801
G_6773,D_OMIM:616636
G_324,D_ORPHA:314022
G_3756,D_OMIM:135500
G_7979,D_ORPHA:2440
G_28514,D_ORPHA:93925
G_84700,D_OMIM:616549
G_3178,D_ORPHA:399086
G_84100,D_ORPHA:791
G_2563,D_ORPHA:307
G_9338,D_OMIM:301094
G_6927,D_OMIM:142330
G_3043,D_ORPHA:46532
G_1027,D_ORPHA:276152
G_84925,D_ORPHA:422526
G_64131,D_OMIM:264800
G_55958,D_ORPHA:399081
G_81622,D_OMIM:610551
G_6340,D_OMIM:618114
G_65250,D_OMIM:614615
G_1147,D_ORPHA:697403
G_26074,D_OMIM:620409
G_81,D_OMIM:603278
G_7837,D_OMIM:269400
G_6729,D_OMIM:260400
G_6262,D_OMIM:604772
G_1954,D_ORPHA:65759
G_7468,D_OMIM:619695
G_4210,D_OMIM:608068
G_2702,D_OMIM:612474
G_51362,D_OMIM:619302
G_190,D_ORPHA:393
G_5592,D_ORPHA:91387
G_8812,D_ORPHA:600668
G_2187,D_ORPHA:3412
G_8710,D_ORPHA:140966
G_3954,D_ORPHA:280
G_29969,D_OMIM:620014
G_3481,D_ORPHA:231144
G_2272,D_ORPHA:422526
G_1824,D_OMIM:610476
G_5083,D_ORPHA:99798
G_4053,D_OMIM:613086
G_7046,D_ORPHA:65748
G_6899,D_ORPHA:685017
G_79158,D_ORPHA:423461
G_11235,D_ORPHA:221061
G_5551,D_OMIM:605027
G_4524,D_OMIM:601634
G_6016,D_ORPHA:648
G_10134,D_ORPHA:369939
G_701,D_OMIM:257300
G_675,D_ORPHA:227535
G_2729,D_ORPHA:33574
G_1299,D_ORPHA:250984
G_472,D_ORPHA:227535
G_7175,D_ORPHA:146
G_4148,D_OMIM:608728
G_1959,D_OMIM:145900
G_1311,D_ORPHA:750
G_1789,D_OMIM:619478
G_1545,D_ORPHA:98977
G_5317,D_ORPHA:158668
G_55768,D_OMIM:615273
G_57094,D_ORPHA:36387
G_57190,D_ORPHA:84132
G_3329,D_OMIM:612233
G_55812,D_OMIM:604232
G_10483,D_OMIM:616858
G_4000,D_OMIM:616516
G_84720,D_ORPHA:247262
G_1760,D_ORPHA:589830
G_57082,D_ORPHA:2512
G_54790,D_ORPHA:75564
G_9442,D_OMIM:619286
G_54664,D_ORPHA:100070
G_2259,D_ORPHA:675216
G_1890,D_OMIM:603041
G_8572,D_OMIM:166710
G_10585,D_ORPHA:86812
G_79628,D_ORPHA:99949
G_54967,D_ORPHA:399805
G_343641,D_ORPHA:276193
G_5091,D_OMIM:266150
G_27235,D_OMIM:607426
G_1482,D_OMIM:187500
G_3350,D_ORPHA:498251
G_80208,D_ORPHA:300605
G_79823,D_ORPHA:163693
G_57670,D_ORPHA:251615
G_4255,D_ORPHA:618
G_54658,D_OMIM:143500
G_6598,D_ORPHA:99966
G_344018,D_ORPHA:243
G_9568,D_OMIM:617904
G_56603,D_OMIM:614416
G_9915,D_ORPHA:3157
G_7248,D_ORPHA:538
G_79977,D_OMIM:618031
G_10059,D_ORPHA:330050
G_5269,D_OMIM:613453
G_1421,D_ORPHA:98990
G_57679,D_OMIM:205100
G_2261,D_ORPHA:2363
G_117581,D_ORPHA:1231
G_2512,D_OMIM:615604
G_84992,D_OMIM:616809
G_2796,D_OMIM:614841
G_861,D_OMIM:601626
G_25,D_OMIM:617602
G_4615,D_OMIM:153600
G_1183,D_ORPHA:777
G_23093,D_OMIM:615860
G_116461,D_ORPHA:2524
G_2629,D_OMIM:231005
G_80736,D_ORPHA:90635
G_2643,D_OMIM:128230
G_5290,D_OMIM:162900
G_9368,D_ORPHA:244305
G_5728,D_ORPHA:2969
G_2316,D_ORPHA:88630
G_2767,D_OMIM:145981
G_4509,D_ORPHA:254913
G_6606,D_ORPHA:83418
G_6049,D_ORPHA:99977
G_11232,D_OMIM:618528
G_2138,D_ORPHA:52429
G_790955,D_ORPHA:1460
G_9321,D_ORPHA:166272
G_55331,D_ORPHA:502444
G_2316,D_OMIM:300048
G_6261,D_OMIM:117000
G_1778,D_OMIM:614563
G_65217,D_ORPHA:90636
G_10984,D_ORPHA:2128
G_10533,D_OMIM:619422
G_3689,D_ORPHA:99842
G_29078,D_ORPHA:2609
G_6418,D_ORPHA:178469
G_3178,D_ORPHA:52430
G_7157,D_ORPHA:1333
G_6231,D_OMIM:613309
G_675,D_OMIM:194070
G_7015,D_ORPHA:1501
G_103,D_ORPHA:225154
G_27247,D_OMIM:605711
G_26277,D_ORPHA:3088
G_149371,D_OMIM:619076
G_3421,D_OMIM:301148
G_1131,D_OMIM:100100
G_28960,D_ORPHA:88616
G_57167,D_OMIM:607323
G_1639,D_ORPHA:803
G_7056,D_OMIM:612926
G_7283,D_OMIM:615412
G_6909,D_OMIM:618223
G_22,D_ORPHA:2802
G_4572,D_ORPHA:550
G_4297,D_ORPHA:98831
G_55252,D_ORPHA:689408
G_6886,D_ORPHA:99861
G_1654,D_OMIM:300958
G_23746,D_ORPHA:1872
G_54970,D_OMIM:618801
G_5447,D_OMIM:613571
G_4640,D_OMIM:607841
G_23389,D_ORPHA:369891
G_6901,D_OMIM:302060
G_2887,D_ORPHA:96182
G_4942,D_ORPHA:414
G_56896,D_OMIM:619435
G_3594,D_ORPHA:319552
G_83478,D_ORPHA:656
G_3032,D_ORPHA:746
G_80144,D_ORPHA:93100
G_26235,D_ORPHA:369897
G_3458,D_OMIM:613254
G_84059,D_ORPHA:231178
G_538,D_OMIM:304150
G_3845,D_ORPHA:268114
G_673,D_ORPHA:500
G_55750,D_ORPHA:98994
G_5159,D_ORPHA:168950
G_26092,D_OMIM:617072
G_6506,D_OMIM:617105
G_5894,D_ORPHA:626
G_55521,D_OMIM:206500
G_3569,D_OMIM:222100
G_25861,D_ORPHA:231178
G_6007,D_OMIM:619462
G_54440,D_ORPHA:653751
G_2746,D_ORPHA:35878
G_7421,D_OMIM:277440
G_2215,D_ORPHA:464370
G_64859,D_ORPHA:520
G_25821,D_ORPHA:314637
G_2130,D_ORPHA:97338
G_197135,D_OMIM:617743
G_55532,D_OMIM:613280
G_57822,D_ORPHA:99772
G_5610,D_OMIM:619687
G_2736,D_ORPHA:93925
G_3043,D_ORPHA:231237
G_7157,D_OMIM:202300
G_1763,D_OMIM:620819
G_5155,D_OMIM:213600
G_2819,D_ORPHA:300293
G_7175,D_ORPHA:88616
G_100996717,D_ORPHA:98897
G_83871,D_OMIM:620718
G_22953,D_OMIM:608224
G_1503,D_ORPHA:420573
G_54507,D_OMIM:225100
G_29078,D_OMIM:618237
G_3815,D_ORPHA:280785
G_2582,D_ORPHA:308473
G_1161,D_OMIM:614621
G_157657,D_OMIM:614500
G_2623,D_ORPHA:86849
G_9512,D_ORPHA:569290
G_4760,D_OMIM:125853
G_51259,D_OMIM:620996
G_846,D_ORPHA:417
G_79783,D_OMIM:231690
G_6326,D_ORPHA:697160
G_57057,D_ORPHA:99103
G_1811,D_ORPHA:53689
G_9493,D_OMIM:105600
G_3782,D_ORPHA:3473
G_11128,D_ORPHA:88637
G_56479,D_OMIM:617601
G_154881,D_ORPHA:699708
G_23259,D_OMIM:615033
G_8772,D_ORPHA:99806
G_2812,D_ORPHA:853
G_80308,D_OMIM:255100
G_4716,D_ORPHA:2609
G_83715,D_OMIM:618632
G_51702,D_ORPHA:1410
G_51479,D_ORPHA:656
G_2218,D_ORPHA:272
G_57216,D_ORPHA:563612
G_4513,D_ORPHA:254905
G_727897,D_ORPHA:171700
G_2138,D_OMIM:602588
G_27161,D_OMIM:619149
G_641,D_OMIM:210900
G_675,D_OMIM:613347
G_4575,D_ORPHA:550
G_51103,D_OMIM:618234
G_79770,D_ORPHA:564
G_3762,D_ORPHA:101016
G_4593,D_ORPHA:98913
G_8526,D_OMIM:615008
G_6521,D_OMIM:112050
G_9364,D_OMIM:615374
G_2065,D_ORPHA:137776
G_4089,D_ORPHA:329971
G_1621,D_ORPHA:230
G_1280,D_ORPHA:93316
G_100144748,D_OMIM:615107
G_368,D_OMIM:208000
G_29958,D_ORPHA:243343
G_2629,D_OMIM:168600
G_80184,D_ORPHA:2318
G_84061,D_OMIM:301031
G_5393,D_OMIM:618065
G_8665,D_OMIM:618295
G_6773,D_ORPHA:431166
G_79977,D_ORPHA:423454
G_8629,D_ORPHA:307
G_6915,D_OMIM:614009
G_4340,D_OMIM:614250
G_1536,D_ORPHA:379
G_83544,D_ORPHA:244
G_129880,D_OMIM:615983
G_7552,D_OMIM:300803
G_7450,D_ORPHA:166078
G_2022,D_ORPHA:774
G_11200,D_ORPHA:440437
G_11155,D_OMIM:609452
G_4040,D_OMIM:616724
G_3040,D_OMIM:140700
G_4436,D_OMIM:158320
G_29887,D_ORPHA:667
G_23221,D_ORPHA:2131
G_57670,D_OMIM:618613
G_6521,D_ORPHA:3202
G_5420,D_ORPHA:2828
G_64170,D_OMIM:212050
G_23769,D_ORPHA:320406
G_91754,D_ORPHA:464366
G_22818,D_OMIM:621439
G_23040,D_ORPHA:647799
G_80781,D_OMIM:618880
G_56729,D_OMIM:125853
G_7253,D_ORPHA:99819
G_378884,D_OMIM:620681
G_8795,D_ORPHA:494547
G_56172,D_OMIM:123000
G_5745,D_ORPHA:50945
G_54539,D_OMIM:301021
G_3845,D_OMIM:108010
G_5881,D_OMIM:618577
G_5354,D_ORPHA:280234
G_7467,D_OMIM:194190
G_6622,D_ORPHA:411602
G_3691,D_ORPHA:251393
G_93986,D_ORPHA:251061
G_55503,D_OMIM:618188
G_56683,D_ORPHA:244
G_10661,D_ORPHA:46532
G_59345,D_OMIM:615185
G_773,D_ORPHA:71518
G_210,D_ORPHA:100924
G_5318,D_ORPHA:293888
